20221004 23:03:37 --> ESP32 Motion Sensor Initialized
20221005 04:59:54 --> Motion Detected!
20221005 04:59:53 --> ESP32 Motion Sensor Initialized
20221005 05:01:22 --> ESP32 Motion Sensor Initialized
20221005 05:01:25 --> Motion Detected!
20221005 05:01:32 --> Motion stopped...
20221005 05:01:35 --> Motion Detected!
20221005 05:01:42 --> Motion stopped...
20221005 05:01:46 --> Motion Detected!
20221005 05:01:52 --> Motion Detected!
20221005 05:01:59 --> Motion Detected!
20221005 05:02:06 --> Motion stopped...
20221005 05:02:13 --> Motion Detected!
20221005 05:02:20 --> Motion stopped...
20221005 05:02:38 --> Motion Detected!
20221005 05:02:02 --> Motion stopped...
20221005 05:02:36 --> Motion Detected!
20221005 05:02:43 --> Motion stopped...
20221005 05:02:59 --> Motion Detected!
20221005 05:03:06 --> Motion stopped...
20221005 05:03:20 --> Motion Detected!
20221005 05:03:27 --> Motion stopped...
20221005 05:03:42 --> Motion Detected!
20221005 05:03:49 --> Motion stopped...
20221005 05:04:42 --> Motion Detected!
20221005 05:04:49 --> Motion stopped...
20221005 05:05:58 --> Motion Detected!
20221005 05:06:06 --> Motion stopped...
20221005 05:10:44 --> Motion Detected!
20221005 05:10:51 --> Motion stopped...
20221005 05:11:20 --> Motion Detected!
20221005 05:11:27 --> Motion stopped...
20221005 11:41:26 --> Motion Detected!
20221005 11:41:33 --> Motion stopped...
20221005 11:41:36 --> Motion Detected!
20221005 11:41:43 --> Motion stopped...
20221005 11:41:46 --> Motion Detected!
20221005 11:41:50 --> Motion Detected!
20221005 11:41:57 --> Motion stopped...
20221005 11:44:05 --> Motion Detected!
20221005 11:44:12 --> Motion stopped...
20221005 11:44:30 --> Motion Detected!
20221005 11:44:37 --> Motion stopped...
20221005 12:45:27 --> Motion Detected!
20221005 12:45:34 --> Motion stopped...
20221005 12:54:49 --> Motion Detected!
20221005 12:54:54 --> Motion Detected!
20221005 12:55:01 --> Motion stopped...
20221005 12:55:12 --> Motion Detected!
20221005 12:55:19 --> Motion stopped...
20221005 12:55:55 --> Motion Detected!
20221005 12:56:02 --> Motion stopped...
20221005 13:02:47 --> ESP32 Motion Sensor Initialized
20221005 12:58:16 --> ESP32 Motion Sensor Initialized
20221005 13:01:03 --> Motion Detected!
20221005 13:01:10 --> Motion stopped...
20221005 13:01:18 --> Motion Detected!
20221005 13:01:25 --> Motion stopped...
20221005 13:20:07 --> Motion Detected!
20221005 13:20:14 --> Motion stopped...
20221005 13:21:51 --> Motion Detected!
20221005 13:21:58 --> Motion stopped...
20221005 13:23:13 --> Motion Detected!
20221005 13:23:20 --> Motion stopped...
20221005 13:36:08 --> Motion Detected!
20221005 13:36:16 --> Motion stopped...
20221005 13:36:38 --> Motion Detected!
20221005 13:36:45 --> Motion stopped...
20221005 13:37:09 --> Motion Detected!
20221005 13:37:16 --> Motion stopped...
20221005 13:37:19 --> Motion Detected!
20221005 13:37:26 --> Motion stopped...
20221005 13:37:48 --> Motion Detected!
20221005 13:37:55 --> Motion stopped...
20221005 13:38:26 --> Motion Detected!
20221005 13:38:33 --> Motion stopped...
20221005 13:39:18 --> Motion Detected!
20221005 13:39:25 --> Motion stopped...
20221005 13:39:27 --> Motion Detected!
20221005 13:39:34 --> Motion stopped...
20221005 13:39:38 --> Motion Detected!
20221005 13:39:45 --> Motion stopped...
20221005 13:42:22 --> ESP32 Motion Sensor Initialized
20221005 13:42:55 --> ESP32 Motion Sensor Initialized
20221005 13:43:30 --> Motion Detected!
20221005 13:43:37 --> Motion stopped...
20221005 13:43:42 --> Motion Detected!
20221005 13:43:49 --> Motion stopped...
20221005 13:45:11 --> Motion Detected!
20221005 13:45:18 --> Motion stopped...
20221005 13:46:03 --> ESP32 Motion Sensor Initialized
20221005 13:47:07 --> ESP32 Motion Sensor Initialized
20221005 13:47:17 --> Motion Detected!
20221005 13:47:24 --> Motion stopped...
20221005 13:47:36 --> Motion Detected!
20221005 13:47:43 --> Motion stopped...
20221005 13:47:59 --> ESP32 Motion Sensor Initialized
20221005 13:48:08 --> Motion Detected!
20221005 13:48:15 --> Motion stopped...
20221005 13:51:47 --> ESP32 Motion Sensor Initialized
20221005 13:51:59 --> Motion Detected!
20221005 13:52:06 --> Motion stopped...
20221005 13:52:12 --> Motion Detected!
20221005 13:52:20 --> Motion stopped...
20221005 13:52:22 --> Motion Detected!
20221005 13:52:27 --> Motion Detected!
20221005 13:52:34 --> Motion stopped...
20221005 13:53:09 --> Motion Detected!
20221005 13:53:16 --> Motion stopped...
20221005 13:53:41 --> Motion Detected!
20221005 13:53:48 --> Motion stopped...
20221005 13:53:59 --> Motion Detected!
20221005 13:54:06 --> Motion stopped...
20221005 13:54:12 --> Motion Detected!
20221005 13:54:19 --> Motion stopped...
20221005 13:54:28 --> Motion Detected!
20221005 13:54:35 --> Motion stopped...
20221005 13:57:42 --> Motion Detected!
20221005 13:57:49 --> Motion stopped...
20221005 13:58:26 --> Motion Detected!
20221005 13:58:33 --> Motion stopped...
20221005 13:58:38 --> Motion Detected!
20221005 13:58:45 --> Motion stopped...
20221005 13:58:52 --> Motion Detected!
20221005 13:58:59 --> Motion stopped...
20221005 13:59:02 --> Motion Detected!
20221005 13:59:09 --> Motion stopped...
20221005 13:59:20 --> Motion Detected!
20221005 13:59:28 --> Motion stopped...
20221005 14:05:40 --> Motion Detected!
20221005 14:05:47 --> Motion stopped...
20221005 14:06:06 --> Motion Detected!
20221005 14:06:13 --> Motion stopped...
20221005 14:16:25 --> Motion Detected!
